baseMean log2FoldChange lfcSE stat pvalue padj
LINC01996 18.3420625667451 -2.49529005807191 0.503166545911655 -4.95917321679416 7.07938238746479e-07 0.00014444538008919
LINC02055 19.5289613097874 -2.14799677166046 0.537444745391938 -3.99668391974696 6.42359782713685e-05 0.0045066503367673
LINC02418 7.32217054419613 -4.0779163201079 0.738980116415709 -5.51830317152119 3.42288557682496e-08 1.24937095657866e-05
LINC02432 58.8699255214909 -1.54756674035607 0.376326327320469 -4.11229995885515 3.91736862608849e-05 0.00317964519139445
LINC02582 37.2877000579184 -3.20495549594911 0.624984397309173 -5.12805681189455 2.92748108501873e-07 7.23413103675739e-05
LINC02724 13.3747778731489 -0.750301399555752 0.198076002582894 -3.7879469989897 0.000151897241334155 0.00842914008854546
LINGO1 405.942950445909 -1.14210582489031 0.246265156649091 -4.63770774733563 3.52294442337449e-06 0.000502245410101593
LIX1 17.2569711905114 -2.00192051029299 0.391940109638848 -5.10772044264021 3.26068586132168e-07 7.88235364736892e-05
LOC100128317 5.3310265755623 -2.23539187183768 0.590944070594147 -3.7827469350698 0.000155107090769658 0.00846386655331974
LOC100507377 16.7789444622452 -1.93921170145166 0.484689256787812 -4.00093807381542 6.30918689263256e-05 0.00447707706372894
LOC101926892 10.3796510916748 -1.65846718874534 0.402614680221772 -4.11924172221393 3.80121227489051e-05 0.00311951885585111
LOC101929698 2.7061978045987 -1.25555095627704 0.304901179634266 -4.11789471520936 3.82349291913746e-05 0.00312626773976533
LOC105375304 28.5794812035445 -1.17530890458398 0.279337149691927 -4.20749229338166 2.58220206603734e-05 0.0023928405811946
LOC105376453 17.6650147249823 -1.86427462333778 0.419028540693615 -4.44903972472104 8.62550634310511e-06 0.00105984122138485
LOC442028 4.6133043644258 -2.00514010838789 0.480071337504321 -4.17675447739023 2.95697896486644e-05 0.00264843260904469
LRMP 928.922939921517 -1.02868427323939 0.236041644719335 -4.35806263959287 1.31218831891142e-05 0.00147389233396919
LRRC36 143.714980316225 -1.60573369105937 0.301743229049828 -5.32152352222032 1.02901802410845e-07 2.93402062258616e-05
LRRN4 257.83796000017 -1.79309891974808 0.337909919265403 -5.30644061484248 1.11786556714439e-07 3.14700382446726e-05
LYVE1 590.1510797598 -1.28864697319057 0.271147251114045 -4.75257251510384 2.00844700559182e-06 0.000326042783973446
MAB21L1 9.88366305490265 -1.52120358513185 0.366016294338103 -4.15610891827307 3.23713544987587e-05 0.00275838668219308
MAEA 3212.44444648681 0.290696346157465 0.0754346600818221 3.8536177645946 0.000116385244263021 0.00699569684435021
MAEL 40.6792876868614 -2.31126976295256 0.399102578229155 -5.79116720620503 6.98989462718912e-09 3.17255625527931e-06
MAGEB17 28.6277785024768 -1.97115628930518 0.419280624275692 -4.70128161231002 2.5853366953331e-06 0.000399290889612556
MAGEC2 145.627447626857 -2.91936177417758 0.679629766419677 -4.29551782223566 1.74286033888033e-05 0.00182982212470668
MAMDC2 621.490551662395 -1.57154034251142 0.316741027339264 -4.96159387911605 6.99170633679749e-07 0.000143977360120719
MANBAL 3767.3749310313 0.310172356653596 0.0773108433569351 4.01201620866515 6.02023654390166e-05 0.00434856103114524
MAP1LC3C 47.5484090385171 -1.4014010907353 0.323444418535165 -4.33274161007958 1.47263909775391e-05 0.00163343981187043
MCEMP1 677.190538312408 -1.91305687535976 0.35087031211848 -5.45231901727203 4.97171613419133e-08 1.65990159122185e-05
MIR200A 4.66664264989663 1.0738518860241 0.28142679885672 3.8157413948727 0.000135774646350741 0.00776254019239198
MIR429 13.0130331683367 0.902177438703671 0.23133354553816 3.89989889535865 9.6232865936227e-05 0.0061149112526334
MLC1 114.097643163808 -1.03236741989306 0.258108566121373 -3.99974102141035 6.34118379080312e-05 0.00447707706372894
MORC1 14.4203649844463 -3.22744730070242 0.671131777657748 -4.80896212658298 1.51715944857642e-06 0.00026568209556173
MRC1 3841.64494148304 -1.05511313460724 0.28179887818301 -3.74420629851483 0.000180964922001317 0.00918872115367419
MROH2A 136.681279754759 -1.54076441032494 0.355828670381005 -4.3300738208508 1.49059363951307e-05 0.00163343981187043
MS4A1 521.385104800016 -1.17909015805636 0.303812976775029 -3.8809736521869 0.000104039112958189 0.00648131616859976
MS4A15 416.30647197668 -2.84057857919024 0.394894707015515 -7.19325564188591 6.32643281122458e-13 2.00999808173764e-09
MT1G 399.081191999305 -0.907421797213029 0.240164690983372 -3.77833141706854 0.000157882676082555 0.00851061290474051
MT1M 248.167197259185 -1.35419440932284 0.283241340870136 -4.78106199173702 1.74371576869396e-06 0.000296032356456135
MUC6 41.5907172726439 -1.20788558766216 0.321378663484196 -3.75844984407796 0.00017096930057475 0.00892572123188365
MYBPC1 119.576548817935 -2.8937275043668 0.4644793044627 -6.23004615397064 4.66297779261894e-10 3.34531051960791e-07
MYCN 220.017331232871 -1.83074329601599 0.325355128866219 -5.62690774968163 1.83468780315778e-08 7.43319145877579e-06
MYOC 24.1935504973556 -2.68383175574316 0.451195566452827 -5.94826712691948 2.70996083204202e-09 1.54537253601576e-06
MYRIP 67.1137835454009 -1.03727918633453 0.274311711124701 -3.78138863295919 0.000155955987327022 0.00846386655331974
MYZAP 147.124590873473 -1.54123737428165 0.293055564483976 -5.25919846291101 1.44684670807171e-07 3.87685190211022e-05
NCAM1 355.397110886252 -1.63727528017453 0.293601675354249 -5.57651886079689 2.45379321086631e-08 9.57251203053602e-06
NDST4 4.28905847498261 -2.90406332863591 0.699797506919196 -4.14986235292667 3.32675266643317e-05 0.0028131931293336
NDUFS8 3956.09743856397 0.367388900216596 0.0921786561793109 3.9856178799345 6.73047527497879e-05 0.00467768031611026
NEFH 206.615686524372 -2.12994177575544 0.317691265485866 -6.70443920608891 2.02181304148527e-11 3.47108828888502e-08
NEFM 89.9522082198564 -2.55395059372981 0.421665315127596 -6.056819240532 1.38839452260314e-09 8.82225548076969e-07
NFE4 22.3004582812625 -2.31653485235366 0.44472603733955 -5.2089031400358 1.89960240099485e-07 4.91246016257273e-05
NIBAN3 67.3644038950242 -1.07569191764112 0.241955775033893 -4.44582038800453 8.75570815053523e-06 0.00106992829268079
NKX6-3 10.5564895989512 -2.02981218424998 0.453800258031971 -4.47291985476786 7.71587024050789e-06 0.000975005421300543
NMUR1 64.3226656158796 -1.06071440075843 0.260528710438467 -4.07139159048251 4.67331108405428e-05 0.0036340712765513
NPFFR2 27.634983988468 -2.86355612661313 0.487676123401698 -5.87183991424248 4.3098482455333e-09 2.22979406350855e-06
NPHS1 16.7771927881389 -1.74746733225937 0.346496113565691 -5.04325233052887 4.57685055577521e-07 0.000106030371208792
NPIPB13 14.3237085892235 1.21227146196763 0.266523243811015 4.54846430890365 5.40388057762613e-06 0.000723989783412079
NPTX2 468.35247904462 -1.64047304629792 0.303639954997916 -5.40269163954122 6.56482598502203e-08 2.05636239305479e-05
NPY 22.5691556312912 -2.824907526082 0.60150623419719 -4.69638943950815 2.64800458039887e-06 0.000403367273068979
NRXN1 219.747857324259 -1.991335352493 0.389795665087838 -5.10866469498644 3.24443529533898e-07 7.88235364736892e-05
NTSR1 25.1565299871806 -1.33798646497593 0.342250415362823 -3.90937864474909 9.25338264521844e-05 0.00598241947760634
NUPR2 56.0636319689139 1.27445494829268 0.318376318829458 4.00298286310471 6.25488344702827e-05 0.00445860922634323
OCA2 195.872095831585 -1.27596945306836 0.331219402003007 -3.85233910016169 0.000116994851496198 0.00701338408969125
OTX2 38.8254469144167 -2.02285588534278 0.484605502700286 -4.17423218281914 2.98992711854402e-05 0.00264843260904469
OVCH1 27.447504289273 -1.99574944379403 0.343685598117175 -5.80690449273235 6.36384126814895e-09 2.94857978757568e-06
P2RX2 24.6476747315589 -1.53207971445604 0.325539305133301 -4.70628182310791 2.52275705067372e-06 0.000392350467181702
PAH 46.9303343474805 -1.63071513597237 0.382010211180751 -4.26877368259873 1.96550564708455e-05 0.00197732798519427
PAK3 81.5106363660971 -1.03956485441055 0.26187450294794 -3.96970626276362 7.1961289484762e-05 0.00492436639428033
PASD1 10.1174530776702 -3.74346865289676 0.637534726192272 -5.8717878400992 4.31120255084837e-09 2.22979406350855e-06
PAX1 53.0254796058192 -1.9204880467399 0.44898533490473 -4.2773959357657 1.89092305573942e-05 0.0019379782838546
PAX2 11.1951889365555 -1.75613378746416 0.441820185899237 -3.97477037833818 7.04471904162872e-05 0.0048506053091586
PCDH18 537.8202029995 -0.621452785050979 0.16396416086167 -3.79017452219497 0.000150541475803569 0.00842914008854546
PCDHGA7 77.6809281428064 -0.928864600146432 0.238973275013825 -3.88689739508611 0.000101533645217993 0.00636086836520611
PCDHGA9 118.012900623173 -1.14539094798232 0.240220305084435 -4.76808547711953 1.85984877174991e-06 0.000309063114265482
PCP4 61.9634043455272 -1.41405300553216 0.344535010038242 -4.10423604084591 4.0565313183412e-05 0.00325694066858874
PDK4 1765.7282080269 -1.14958517682052 0.305400188975579 -3.76419274878854 0.000167087969421057 0.00882668988105536
PENK 532.039125545581 -2.09926324677576 0.401631627025729 -5.22683749365506 1.72433926272679e-07 4.54421072754471e-05
PEX19 3891.43703673029 0.285869682385967 0.0744294716218136 3.8408130026572 0.000122627503869448 0.00721490922237174
PFDN2 3385.83243653697 0.410578541450413 0.109630417044294 3.74511520178315 0.000180311017720751 0.00917646918560528
PFKFB4 1136.322102806 0.609413833092806 0.147056939709216 4.14406715043734 3.41199761587207e-05 0.00286350290479226
PGC 3021.4705030996 -2.10527902308504 0.4411916160418 -4.77180197115436 1.82584977834372e-06 0.000307628023260336
PI16 97.0894722703791 -1.7749002288743 0.356001667062087 -4.98565145360612 6.1753382667546e-07 0.000129909252946851
PIWIL1 9.92482463004877 -2.16135509890244 0.47258935338283 -4.57343163452859 4.79800280700579e-06 0.000662780015079558
PKHD1L1 97.2856288388275 -1.14773018966993 0.299398781329164 -3.83344977081952 0.000126358611843356 0.00739530401946381
PLA2G2A 298.236152901069 -1.56381968907683 0.33217447097186 -4.70782623511519 2.50372383299547e-06 0.000392350467181702
PLPPR5 7.82141109556523 -1.45096250199846 0.387189854454636 -3.747418702492 0.000178663715745761 0.00915548626310075
PNLDC1 248.826025379626 -1.77253558968215 0.409359628450347 -4.33002051617102 1.49095450454e-05 0.00163343981187043
PNMA5 47.9445288466293 -1.73867885969075 0.427740917907315 -4.06479433437672 4.80748353988693e-05 0.00371244562246824
PPBP 55.553837878103 -1.87654358323466 0.40393357305511 -4.64567371570928 3.38968395552906e-06 0.000489523189421859
PRAMENP 18.9271177432729 -1.37263487326778 0.332783348931862 -4.12471019861282 3.71201850725322e-05 0.00306896994800415
PRB4 9.84367663303226 -3.88395552958307 0.851557487282915 -4.56100214910411 5.09100599169291e-06 0.000694625602792947
PRG4 287.274289451437 -1.57231348288434 0.332659373472947 -4.72649685613684 2.28426326982009e-06 0.000365482123171215
PRKCB 778.147192271886 -0.6979549370599 0.186039508408994 -3.75164900740061 0.000175675293198944 0.00906261696178603
PRSS33 5.62732996897477 -1.32139397878229 0.346897094154051 -3.80918145770192 0.000139427607660626 0.00791038263870488
PRSS56 9.17328903463988 -2.46726127738165 0.592553190084184 -4.16378026254677 3.13021378532404e-05 0.00270879200722205
PTPN5 19.6455232679586 -1.29270998617344 0.321919067583012 -4.01563658803805 5.92855509963167e-05 0.00433720609920422
PTPRB 1997.96187515814 -0.958012779545224 0.230190633987086 -4.16182345455015 3.15716400997832e-05 0.00272152432488054
PVALB 47.1264461523898 -1.32624459701655 0.294294498820092 -4.50652187633077 6.58988941711634e-06 0.00086721384992111
PXDNL 80.2029157478969 -0.732303230507401 0.193277677347895 -3.7888660530066 0.000151336478931195 0.00842914008854546
RAB39B 120.493731263827 -0.813639401545791 0.205144129127434 -3.96618418965509 7.30324328631304e-05 0.00496709879778599
RAB3A 176.059875711238 0.492411392544166 0.129119673710221 3.81360468466848 0.000136954474347689 0.00780991669100668
RASSF10 303.968326471535 0.841679588601747 0.225615870684796 3.73058679802558 0.000191034313693593 0.00954742277875397
RBFOX3 23.3426256714266 -1.1565888588959 0.285934740680654 -4.0449399612747 5.2336534951902e-05 0.00395906305214388
RBP2 24.5516331058066 -1.48054574172956 0.315055851348556 -4.69931199624535 2.61039402091929e-06 0.000400380434656862
RELN 196.128068764626 -1.11290623765886 0.263062414604075 -4.23057866071004 2.33090914560621e-05 0.00221427070412459
RET 205.838536572139 -1.05059458521579 0.250740709039672 -4.18996416353584 2.78998513994942e-05 0.00255346788117182
RGS8 11.0577166411706 -1.97366676299632 0.338357224096187 -5.83308592942957 5.4411528009374e-09 2.63067909332278e-06
RHBDL3 176.172630047833 -1.0968339415544 0.282109638656424 -3.88797045991829 0.000101085925460537 0.00635070898938516
RIMBP2 136.718294014138 -1.42632055522995 0.319629482262281 -4.46241862651312 8.10397074046174e-06 0.0010068844093177
RNF150 471.472305332933 -1.14835652296908 0.234672359416808 -4.89344601904929 9.90855010211698e-07 0.000185181642244606
RNF157 287.645026181019 -0.892779837657758 0.214205414364968 -4.16786774650159 3.07462228656255e-05 0.002692110222565
RNF2 1797.79678040382 0.328923784960215 0.0824840816787464 3.98772439803944 6.6710095629507e-05 0.00465088566395058
ROBO4 1415.86343881048 -1.01188043625223 0.231749856292271 -4.36626133211533 1.26391250428276e-05 0.00142825886254649
RORB 96.5063626040174 -1.04688549081181 0.280538348374458 -3.73170191126399 0.000190190478897619 0.0095266582222591
RS1 28.4120906790579 -2.5189785370817 0.383539544395927 -6.56771530833692 5.10931048705229e-11 5.36036055697597e-08
RSPO1 51.4780577946698 -1.58987439336221 0.317833860802152 -5.00221842112627 5.66743257924282e-07 0.000122372524817825
RTKN2 1699.57256312868 -1.52627409835584 0.25733821787268 -5.93100438393094 3.01087173587903e-09 1.67404468514874e-06
RUBCNL 274.70998683221 -0.727955968834985 0.180139568350155 -4.04106646586376 5.32086737757448e-05 0.00401139289753411
SACS 1018.81372510069 -0.444822450233721 0.116329743680149 -3.82380667369792 0.000131406965334585 0.00761065340896137
SALL3 88.3067673753478 -2.73928222057253 0.556887705687534 -4.91891308175067 8.70260998328136e-07 0.000166334028481
SCARA5 255.968635757374 -1.57039277256309 0.358155308793731 -4.38466981782898 1.16161834967528e-05 0.00134554125504053
SCN3B 94.0182288972294 -0.964925789760113 0.247145930386327 -3.90427545479623 9.45080919516863e-05 0.00606877213737639
SCN7A 627.79786979585 -1.30121309240725 0.328347565199601 -3.96291378501998 7.40405252988904e-05 0.00498988267468886
SCUBE1 266.765955524654 -2.10557300384917 0.318602037777517 -6.60878699501447 3.87481761558115e-11 4.81015710597625e-08
SEC14L3 19.6457416934596 -1.57944611786564 0.410525130495156 -3.8473798570153 0.000119387790274721 0.00708692274799875
SEMA3E 298.314626958679 -1.38389158069618 0.334497521452057 -4.13722521676302 3.51531034429208e-05 0.0029281086912755
SEMA3G 646.334557722655 -0.849813627029085 0.223703347886035 -3.79884179230979 0.000145373848430283 0.00818509971921392
SERPINA11 32.1174342119393 -1.54723264204084 0.386002675075573 -4.00834694147628 6.11452477756783e-05 0.00437257334575912
SEZ6 12.4059705035163 -1.62297387640375 0.3041663457959 -5.335810154003 9.51188847086378e-08 2.81987252640819e-05
SEZ6L 53.8424219358469 -1.81971852770465 0.402113395694734 -4.52538648845735 6.02852321419301e-06 0.000802840456788338
SFTPC 109921.640495101 -3.41136509605948 0.638059563708026 -5.34646808870732 8.9687084603001e-08 2.73238460489143e-05
SH3GL2 40.4922701700017 -1.60198378596654 0.372444045603299 -4.30127372118833 1.69819131132994e-05 0.00182453018183468
SHANK1 39.7102027414328 -0.827210463892154 0.218423342762962 -3.78718892142338 0.000152361255197629 0.00842914008854546
SHC4 83.329198246394 0.861289704730022 0.216855365813921 3.97172420196915 7.13543016326477e-05 0.00489790021083359
SHD 9.92760974242006 -1.07031365831033 0.256974220084015 -4.16506238625962 3.11267437088925e-05 0.00270879200722205
SHISA3 101.107518152935 -1.27599389537552 0.33086652272962 -3.85652161133947 0.000115011934146956 0.00695072123757689
SHISA9 232.607741466053 -1.81417803604583 0.463764578403416 -3.91185122911162 9.15913299971894e-05 0.00595611455888155
SHISAL1 165.532045088064 -1.05606573958234 0.258882620615393 -4.07932265623687 4.51671111267203e-05 0.00353703011076852
SIGLEC14 252.573229392693 -0.928907630374277 0.240172439494102 -3.86766954747565 0.000109880427897357 0.00675066496253377
SIRPG-AS1 4.06609727202025 -1.30381665318728 0.303032487548928 -4.30256393871552 1.68832926834209e-05 0.00182273994795768
SLC12A3 16.4666869308239 -0.874661659841483 0.227104093146044 -3.8513689811791 0.00011745936629624 0.007022301899001
SLC14A1 163.311551242134 -2.05933123464038 0.311724882969191 -6.60624591474757 3.94187901368152e-11 4.81015710597625e-08
SLC1A7 72.1153769243284 -0.921945045048961 0.246919859114613 -3.73378248454703 0.00018862541355805 0.00951253786288215
SLC25A48 54.12989983689 -1.28596923388924 0.339349650309751 -3.78951100351934 0.00015094412555802 0.00842914008854546
SLC27A6 53.7378335240238 -1.69128863007572 0.365103518841016 -4.63235368271593 3.61531835567169e-06 0.000512131721211072
SLC30A3 126.749551305986 -1.19466135134614 0.294538092877893 -4.0560504064967 4.99094929658226e-05 0.0037883519575423
SLC5A7 139.09504614168 -2.05591957049656 0.479557264949794 -4.28712006002412 1.81004476223806e-05 0.00186367571815623
SLC6A3 48.7196071579292 -1.4749469166443 0.334388551854827 -4.41087743124843 1.02952584888193e-05 0.00122442004701252
SLC7A9 23.0234116875482 0.974135137535589 0.222119346246481 4.38563841465034 1.15646091302611e-05 0.00134554125504053
SLITRK5 132.823235295919 -1.15249281880645 0.305274486312728 -3.77526740844573 0.000159836105061273 0.00854508407827575
SNAP25 119.326702618423 -0.936213766627711 0.224328983528402 -4.17339637483437 3.00092184118373e-05 0.00264843260904469
SNTG2 20.3701748559467 -1.50854105148138 0.316602072202873 -4.76478577978077 1.89054394770091e-06 0.000309159539682855
SOX11 177.564762766371 -1.94773152418691 0.394346665550779 -4.93913526938674 7.8469766585632e-07 0.000154439611403934
SOX8 57.6540005703817 -1.42633313561173 0.267434258353763 -5.33339724084629 9.63921215579442e-08 2.81987252640819e-05
SP7 5.89295851985267 -1.25463694416054 0.312578302497539 -4.01383248336763 5.97407519604032e-05 0.00434194223398486
SPANXB1 9.11287088064621 -3.31970237307873 0.738242974573826 -4.49676121197785 6.89964013818015e-06 0.000892139515541433
SPATA31C2 2.76300893060369 -2.57848413685409 0.617011803877433 -4.17898672383631 2.92810776354391e-05 0.00264843260904469
SPIB 305.270255401216 -1.39670273021528 0.287999823684105 -4.84966522669565 1.23670018313816e-06 0.000221808161878974
SPIN2A 8.72836406764515 -0.707128208978762 0.189711625254419 -3.72738469785626 0.00019347702590275 0.00962623949905404
SPX 49.0954675411284 -1.23454010470541 0.314819683387339 -3.92141968831883 8.80287886140267e-05 0.00577510400818866
SSTR2 244.988382694238 -1.0983289542111 0.264054144077285 -4.15948387422255 3.18967538214564e-05 0.00273167794187822
STAC2 43.5130358590535 -1.11121875596659 0.259155008002317 -4.28785368468223 1.80407859381784e-05 0.00186367571815623
SULT1C4 170.510084831865 -1.0304288124166 0.253778287640022 -4.06035056032153 4.89990908957217e-05 0.00374481024577612
SULT1E1 230.659013345615 -1.55408515600106 0.363541568718541 -4.27484857228049 1.91267247196806e-05 0.0019391781859807
SULT2A1 1.57820050963542 -2.44615139116934 0.655093509073318 -3.73404919647215 0.000188425663004371 0.00951253786288215
SUSD2 4492.92789614705 -2.1294415987134 0.32119079385235 -6.62983385411816 3.36064920305123e-11 4.67130239224121e-08
SYCE1 7.85105750681075 -1.79602669471626 0.400077170050429 -4.48920065718791 7.14909316700697e-06 0.000919051052221012
SYNJ2-IT1 0.773599080325106 1.35213235074671 0.313346477954702 4.31513498914187 1.59505404537632e-05 0.00173892166515536
SYNPO2 1635.25872178725 -1.05841895044924 0.2530321017517 -4.18294336221363 2.87759099725024e-05 0.00262285343355924
SYT2 151.18670679475 -1.00400702601595 0.25924099838017 -3.87287131391 0.000107560627027348 0.00664641287712097
SYT4 8.71444915265744 -2.43554068899416 0.599452337702254 -4.06294301617002 4.8457862231403e-05 0.00372907562638894
SYT9 47.8823944288822 -1.35809273777889 0.359894420415101 -3.77358653188474 0.000160917369820158 0.00858225972374175
TAC3 12.0502009243516 -1.57474937023662 0.390150884745894 -4.03625733480588 5.43106444759611e-05 0.00406689809139857
TCEAL5 21.1087493276117 -1.57670837004555 0.388686783051812 -4.05650111811333 4.98133241417343e-05 0.0037883519575423
TCF21 393.643072538722 -2.07969318187557 0.310220297890379 -6.70392361821036 2.02896347821517e-11 3.47108828888502e-08
TCL1A 88.4863831978264 -1.23224780550534 0.307145444155857 -4.01193580745432 6.02228775896013e-05 0.00434856103114524
TDRD9 71.8107542612342 -1.21624218756806 0.256280572700281 -4.74574477009013 2.07740528162611e-06 0.000334793430893947
TEK 794.629184073038 -1.27864214535342 0.259598994430193 -4.92545107179624 8.41659698586545e-07 0.00016276966692665
TEX11 22.2546069081282 -1.25709262063353 0.253759178489438 -4.95388039997873 7.27479306626998e-07 0.000145563140558238
TGM4 27.2265562981134 -1.24164156841498 0.291246578811594 -4.26319709395864 2.01522617904334e-05 0.00198312523105858
THBS4 297.585181147773 -1.11080517815753 0.251470293566881 -4.41724214181227 9.99682196419625e-06 0.00120178011072284
THPO 41.0175993901696 -1.39536259856578 0.254204765788485 -5.48912839709232 4.03921935861094e-08 1.4036287271173e-05
TKTL1 111.237415743212 -2.29067512884975 0.464482635126322 -4.93167011125565 8.15295223764099e-07 0.000159054085758891
TLR10 179.252319565029 -0.989338030282922 0.252646277510831 -3.91590186893021 9.00668799149685e-05 0.00587415662553929
TMEM100 713.086697078032 -2.32305749098 0.368650738203059 -6.30151319458478 2.94753684672024e-10 2.34118640968065e-07
TMEM106C 5034.30143575057 0.597563723004159 0.127446537650535 4.6887403457182 2.74891921880136e-06 0.000415890907660832
TMEM130 301.681618138954 -0.939043276470914 0.244459906784934 -3.84129769507377 0.000122385579425686 0.00721490922237174
TMEM134 2447.11182270937 0.390284023690569 0.10479197328914 3.72436944777923 0.000195804006617146 0.00972027032849401
TMEM155 28.4568576481165 -1.23883953636791 0.262586488211716 -4.71783428311464 2.38368530385e-06 0.000378665436840171
TMEM156 241.557259108354 -1.03014459622094 0.246693107525091 -4.17581425989438 2.96922026023339e-05 0.00264843260904469
TMEM191A 174.782063287973 0.916428403333951 0.139386048062768 6.57474988401468 4.87350197230261e-11 5.36036055697597e-08
TMEM213 130.410715305854 -1.92264503209684 0.395592304046374 -4.86016793661247 1.17286217563888e-06 0.000213807006444334
TMOD1 294.436936913142 -1.08270671343436 0.279149871246649 -3.87858575251756 0.000105065491036036 0.00652697352134481
TMSB15A 117.904948579419 -1.27407093560102 0.290848474269775 -4.38053161117587 1.1839011503505e-05 0.00135721451462861
TNN 52.801781495991 -0.919297080579895 0.242730769490089 -3.78731168904167 0.000152286019578029 0.00842914008854546
TNNC1 374.625982594992 -2.01433205170459 0.349454613888754 -5.76421650093262 8.20380501349058e-09 3.64905247000061e-06
TNNT3 185.728586772344 -1.95196430918383 0.324864707430783 -6.00854529450457 1.8719532117809e-09 1.15645109527798e-06
TNR 48.5530456852313 -1.98248001896684 0.35408192871197 -5.59893024243974 2.15678555994997e-08 8.56551979522988e-06
TNXB 1217.95325109672 -1.97471968001378 0.310379826216397 -6.36226814121935 1.98795995136211e-10 1.76848917273173e-07
TREML2 58.0155640055609 -1.01443615710914 0.238718994989769 -4.24949911150814 2.14249058971735e-05 0.00208986801382955
TREML3P 139.313332023123 -1.57563534224691 0.353467830972797 -4.45764848787096 8.28636358015217e-06 0.00102382625568102
TSKS 50.6180613021672 -1.26353461719253 0.307999134682975 -4.10239664631881 4.0889252235191e-05 0.00327114017881528
TSPAN8 580.218218222746 -1.23199202920467 0.288888520608703 -4.26459322997258 2.00266711094418e-05 0.00197952517988438
TSPOAP1-AS1 55.6008953689823 -0.579249888160147 0.148488309023333 -3.90097976042763 9.58041613239826e-05 0.0061149112526334
TSTD1 1688.97048715109 0.634501881507944 0.124326561763354 5.10351024357668 3.33410456535306e-07 7.97317048746795e-05
TTR 3.64657075989545 -2.35558097132414 0.543775554590254 -4.33189934972181 1.47828521540874e-05 0.00163343981187043
TUBA3E 9.24987661027719 -2.02218252945881 0.42955113926842 -4.70766422108168 2.5057139916098e-06 0.000392350467181702
UBE2QL1 204.680406311072 -1.12703665763088 0.290020567150362 -3.88605769826857 0.00010188530049726 0.00636496933443558
UNC5A 48.8966726708477 -0.937302540207229 0.240099111524925 -3.90381511307644 9.46881264239931e-05 0.00606877213737639
VEGFD 353.278469244894 -2.12102317351464 0.343421284664717 -6.17615525952446 6.56813993077793e-10 4.42652824425761e-07
VRTN 3.18765962295059 -2.04887222723039 0.495736675452139 -4.13298496699222 3.58082155529089e-05 0.00297154743991303
VSX1 5.95024400853183 -1.60687930109734 0.394756399600787 -4.07055921758928 4.6900416851265e-05 0.00363437376575656
WIF1 1792.74967091527 -1.87557237918802 0.418969551180287 -4.47663171202851 7.58298932816597e-06 0.00096368961519092
XKR4 29.899055520927 -1.3629962461005 0.350248422535292 -3.89151287601634 9.96211013113584e-05 0.00627641159536717
XKRX 160.597857727299 -0.770057032185484 0.207211896809288 -3.71627809041401 0.000202179050542682 0.00992596486549502
ZBTB16 210.790707300109 -1.50445417863182 0.355564824612398 -4.23116707416667 2.32481903450195e-05 0.00221427070412459
ZC3H12D 160.324123107391 -0.668172249904571 0.175410941698722 -3.80918227468499 0.000139427147005784 0.00791038263870488
ZFHX4-AS1 25.1927407908756 -1.81716704684872 0.484222879422527 -3.75274924847796 0.000174905786211161 0.00906261696178603
ZFR2 27.7173974898212 -1.74594740264565 0.326882283234334 -5.34121147640792 9.23274726419225e-08 2.77481485345454e-05
ZNF536 18.7749957747689 -1.69442506510607 0.415082402330183 -4.08214141479845 4.46226296211272e-05 0.00352018278541464
ZNF560 16.1412562623151 -3.36833698788937 0.505736787979086 -6.66025701106137 2.73349148758503e-11 4.05285671225941e-08
